"","gbs","Name","geno","class","Type","c","N109","good.geno","good.pheno","good.photo","gps","HT","WD","HE","LT","BM","HM","HI","BS","BU","HC","HD","CL","RR","BR","HS","HU","HR","OQ","FC","MT","FF","F50","MF50","Name","Source","PI","Release.Collection","maturity","Lat","Long","Calabrese.F1","Violet.Caul","Calabrese.LR","Sprouting.Broccoli","subpop","groupCol","PC1","PC2","PC3","PC4","PC5"
"134","B105_HKT721_C1_Precoce_Di_Calabria_Tipo_Esportazione_OP","B105.Precoce.Di.Calabria.Tipo.Esportazione","B105","italica","LR",",","y","y","y","y","n",54.102,92.456,4,9,847.4,63.8,7.52891196601369,2.54,2,1,53.1,26.5,25.2,5,2,2,4,2,0,103,105,124,21,"PRECOCE DI CALABRIA TIPO ESPORTAZIONE","F. Branca/University of Catania","HRIGRU 7518",NA,"unk",40.641205,14.884383,8e-06,8e-06,0.980757,0.019228,"Calabrese.LR","#d95f02",-3.4991171,13.091193,-14.278585,0.5954896,-2.3230062
"135","B105_HKT721_C1_Precoce_Di_Calabria_Tipo_Esportazione_OP","B105.Precoce.Di.Calabria.Tipo.Esportazione","B105","italica","LR",",","y","y","y","y","n",79.248,79.756,4,12,1009.2,67.6,6.69837495045581,1.9,3,3,51.6,27.5,3,4,3,3,4,3,0,131,127,166,35,"PRECOCE DI CALABRIA TIPO ESPORTAZIONE","F. Branca/University of Catania","HRIGRU 7518",NA,"unk",40.641205,14.884383,8e-06,8e-06,0.980757,0.019228,"Calabrese.LR","#d95f02",-3.4991171,13.091193,-14.278585,0.5954896,-2.3230062
"136","B105_HKT721_C1_Precoce_Di_Calabria_Tipo_Esportazione_OP","B105.Precoce.Di.Calabria.Tipo.Esportazione","B105","italica","LR",",","y","y","y","y","n",73.66,80.518,4,13,784,48.4,6.1734693877551,2.06,2,2,52.1,22.5,17,4,3,2,3,2,0,116,128,136,20,"PRECOCE DI CALABRIA TIPO ESPORTAZIONE","F. Branca/University of Catania","HRIGRU 7518",NA,"unk",40.641205,14.884383,8e-06,8e-06,0.980757,0.019228,"Calabrese.LR","#d95f02",-3.4991171,13.091193,-14.278585,0.5954896,-2.3230062
"137","B105_HKT721_C1_Precoce_Di_Calabria_Tipo_Esportazione_OP","B105.Precoce.Di.Calabria.Tipo.Esportazione","B105","italica","LR",",","y","y","y","y","n",77.47,91.186,4,12,1070,107.8,10.0747663551402,2.04,3,2,68.5,45.5,21.3,4,2,2,4,2,0,129,113,134,5,"PRECOCE DI CALABRIA TIPO ESPORTAZIONE","F. Branca/University of Catania","HRIGRU 7518",NA,"unk",40.641205,14.884383,8e-06,8e-06,0.980757,0.019228,"Calabrese.LR","#d95f02",-3.4991171,13.091193,-14.278585,0.5954896,-2.3230062
"138","B105_HKT721_C1_Precoce_Di_Calabria_Tipo_Esportazione_OP","B105.Precoce.Di.Calabria.Tipo.Esportazione","B105","italica","LR",",","y","y","y","y","n",50.546,101.6,3,4,909.1,118.5,13.0348696513035,2.02,2,2,58.3,28.1,17.3,2,3,2,2,2,0,105,105,141,36,"PRECOCE DI CALABRIA TIPO ESPORTAZIONE","F. Branca/University of Catania","HRIGRU 7518",NA,"unk",40.641205,14.884383,8e-06,8e-06,0.980757,0.019228,"Calabrese.LR","#d95f02",-3.4991171,13.091193,-14.278585,0.5954896,-2.3230062
"139","B105_HKT721_C1_Precoce_Di_Calabria_Tipo_Esportazione_OP","B105.Precoce.Di.Calabria.Tipo.Esportazione","B105","italica","LR",",","y","y","y","y","n",59.944,90.17,4,8,921.5,73.2,7.94357026587086,1.48,2,2,53.8,20.8,19.1,5,3,2,3,2,0,115,113,147,32,"PRECOCE DI CALABRIA TIPO ESPORTAZIONE","F. Branca/University of Catania","HRIGRU 7518",NA,"unk",40.641205,14.884383,8e-06,8e-06,0.980757,0.019228,"Calabrese.LR","#d95f02",-3.4991171,13.091193,-14.278585,0.5954896,-2.3230062
"140","B106_HKT721_C2_Picolini_Di_Palermo_OP","B106.Picolini.Di.Palermo","B106","unk","LR",",","y","y","n","y","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PICOLINI DI PALERMO","F. Branca/University of Catania","HRIGRU 2398",NA,"unk",38.112073,13.339183,8e-06,0.022459,8e-06,0.977526,"Sprouting.Broccoli","#e7298a",-33.109253,6.1528163,11.086938,-10.155225,-8.301955
"141","B106_HKT721_C2_Picolini_Di_Palermo_OP","B106.Picolini.Di.Palermo","B106","unk","LR",",","y","y","n","y","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PICOLINI DI PALERMO","F. Branca/University of Catania","HRIGRU 2398",NA,"unk",38.112073,13.339183,8e-06,0.022459,8e-06,0.977526,"Sprouting.Broccoli","#e7298a",-33.109253,6.1528163,11.086938,-10.155225,-8.301955
"142","B106_HKT721_C2_Picolini_Di_Palermo_OP","B106.Picolini.Di.Palermo","B106","unk","LR",",","y","y","n","y","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PICOLINI DI PALERMO","F. Branca/University of Catania","HRIGRU 2398",NA,"unk",38.112073,13.339183,8e-06,0.022459,8e-06,0.977526,"Sprouting.Broccoli","#e7298a",-33.109253,6.1528163,11.086938,-10.155225,-8.301955
"143","B106_HKT721_C2_Picolini_Di_Palermo_OP","B106.Picolini.Di.Palermo","B106","unk","LR",",","y","y","n","y","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PICOLINI DI PALERMO","F. Branca/University of Catania","HRIGRU 2398",NA,"unk",38.112073,13.339183,8e-06,0.022459,8e-06,0.977526,"Sprouting.Broccoli","#e7298a",-33.109253,6.1528163,11.086938,-10.155225,-8.301955
"144","B106_HKT721_C2_Picolini_Di_Palermo_OP","B106.Picolini.Di.Palermo","B106","unk","LR",",","y","y","n","y","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PICOLINI DI PALERMO","F. Branca/University of Catania","HRIGRU 2398",NA,"unk",38.112073,13.339183,8e-06,0.022459,8e-06,0.977526,"Sprouting.Broccoli","#e7298a",-33.109253,6.1528163,11.086938,-10.155225,-8.301955
"145","B106_HKT721_C2_Picolini_Di_Palermo_OP","B106.Picolini.Di.Palermo","B106","unk","LR",",","y","y","n","y","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PICOLINI DI PALERMO","F. Branca/University of Catania","HRIGRU 2398",NA,"unk",38.112073,13.339183,8e-06,0.022459,8e-06,0.977526,"Sprouting.Broccoli","#e7298a",-33.109253,6.1528163,11.086938,-10.155225,-8.301955
"146","B107_HKT721_C3_Ramoso_Calabria_Mezzo_Precoce_OP","B107.Ramoso.Calabria.Mezzo.Precoce","B107","unk","LR",",","y","y","n","n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAMOSO CALABRIA MEZZO PRECOCE","F. Branca/University of Catania","HRIGRU 3208",NA,"unk",45.406985,11.87486,8e-06,8e-06,0.999977,8e-06,"Calabrese.LR","#d95f02",-3.650104,9.96136,-12.061673,11.781728,-16.197107
"147","B107_HKT721_C3_Ramoso_Calabria_Mezzo_Precoce_OP","B107.Ramoso.Calabria.Mezzo.Precoce","B107","unk","LR",",","y","y","n","n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAMOSO CALABRIA MEZZO PRECOCE","F. Branca/University of Catania","HRIGRU 3208",NA,"unk",45.406985,11.87486,8e-06,8e-06,0.999977,8e-06,"Calabrese.LR","#d95f02",-3.650104,9.96136,-12.061673,11.781728,-16.197107
"148","B107_HKT721_C3_Ramoso_Calabria_Mezzo_Precoce_OP","B107.Ramoso.Calabria.Mezzo.Precoce","B107","unk","LR",",","y","y","n","n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAMOSO CALABRIA MEZZO PRECOCE","F. Branca/University of Catania","HRIGRU 3208",NA,"unk",45.406985,11.87486,8e-06,8e-06,0.999977,8e-06,"Calabrese.LR","#d95f02",-3.650104,9.96136,-12.061673,11.781728,-16.197107
"149","B107_HKT721_C3_Ramoso_Calabria_Mezzo_Precoce_OP","B107.Ramoso.Calabria.Mezzo.Precoce","B107","unk","LR",",","y","y","n","n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAMOSO CALABRIA MEZZO PRECOCE","F. Branca/University of Catania","HRIGRU 3208",NA,"unk",45.406985,11.87486,8e-06,8e-06,0.999977,8e-06,"Calabrese.LR","#d95f02",-3.650104,9.96136,-12.061673,11.781728,-16.197107
"150","B107_HKT721_C3_Ramoso_Calabria_Mezzo_Precoce_OP","B107.Ramoso.Calabria.Mezzo.Precoce","B107","unk","LR",",","y","y","n","n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAMOSO CALABRIA MEZZO PRECOCE","F. Branca/University of Catania","HRIGRU 3208",NA,"unk",45.406985,11.87486,8e-06,8e-06,0.999977,8e-06,"Calabrese.LR","#d95f02",-3.650104,9.96136,-12.061673,11.781728,-16.197107
"151","B107_HKT721_C3_Ramoso_Calabria_Mezzo_Precoce_OP","B107.Ramoso.Calabria.Mezzo.Precoce","B107","unk","LR",",","y","y","n","n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAMOSO CALABRIA MEZZO PRECOCE","F. Branca/University of Catania","HRIGRU 3208",NA,"unk",45.406985,11.87486,8e-06,8e-06,0.999977,8e-06,"Calabrese.LR","#d95f02",-3.650104,9.96136,-12.061673,11.781728,-16.197107
"152","B108_HKT721_C4_Verde_Calabrese_OP","B108.Verde.Calabrese","B108","italica","LR",",","y","y","y","y","n",56.642,64.262,4,3,511.4,45.7,8.93625342197888,1.76,4,3,49.6,23.7,22.3,2,4,2,3,2,0,114,127,148,34,"VERDE CALABRESE","F. Branca/University of Catania","HRIGRU 4703",NA,"unk",NA,NA,0.33255,8e-06,0.667435,8e-06,"Calabrese.LR","#d95f02",6.9001913,4.729136,-9.951859,4.5842967,-8.701852
"153","B108_HKT721_C4_Verde_Calabrese_OP","B108.Verde.Calabrese","B108","italica","LR",",","y","y","y","y","n",62.992,71.628,4,16,1024.6,76.8,7.4956080421628,1.54,3,3,44.3,23.9,10.5,4,2,3,3,2,0,121,125,155,34,"VERDE CALABRESE","F. Branca/University of Catania","HRIGRU 4703",NA,"unk",NA,NA,0.33255,8e-06,0.667435,8e-06,"Calabrese.LR","#d95f02",6.9001913,4.729136,-9.951859,4.5842967,-8.701852
"154","B108_HKT721_C4_Verde_Calabrese_OP","B108.Verde.Calabrese","B108","italica","LR",",","y","y","y","y","n",67.31,65.532,5,6,565,46.1,8.15929203539823,1.58,3,1,40.7,15.2,13.8,1,2,1,1,1,0,124,133,184,60,"VERDE CALABRESE","F. Branca/University of Catania","HRIGRU 4703",NA,"unk",NA,NA,0.33255,8e-06,0.667435,8e-06,"Calabrese.LR","#d95f02",6.9001913,4.729136,-9.951859,4.5842967,-8.701852
"155","B108_HKT721_C4_Verde_Calabrese_OP","B108.Verde.Calabrese","B108","italica","LR",",","y","y","y","y","n",66.04,58.928,3,16,658.2,127.6,19.3862048009723,1.1,2,4,52.8,19.1,13.4,1,1,1,1,1,0,137,175,188,51,"VERDE CALABRESE","F. Branca/University of Catania","HRIGRU 4703",NA,"unk",NA,NA,0.33255,8e-06,0.667435,8e-06,"Calabrese.LR","#d95f02",6.9001913,4.729136,-9.951859,4.5842967,-8.701852
"156","B108_HKT721_C4_Verde_Calabrese_OP","B108.Verde.Calabrese","B108","italica","LR",",","y","y","y","y","n",52.578,61.214,4,0,325.2,33.5,10.3013530135301,2.92,4,3,44.6,21.2,14,3,3,2,3,2,0,104,112,128,24,"VERDE CALABRESE","F. Branca/University of Catania","HRIGRU 4703",NA,"unk",NA,NA,0.33255,8e-06,0.667435,8e-06,"Calabrese.LR","#d95f02",6.9001913,4.729136,-9.951859,4.5842967,-8.701852
"157","B108_HKT721_C4_Verde_Calabrese_OP","B108.Verde.Calabrese","B108","italica","LR",",","y","y","y","y","n",48.006,83.82,3,6,589.1,100.3,17.0259718214225,2.36,3,3,56.9,26.6,15.3,3,2,2,3,2,0,99,101,116,17,"VERDE CALABRESE","F. Branca/University of Catania","HRIGRU 4703",NA,"unk",NA,NA,0.33255,8e-06,0.667435,8e-06,"Calabrese.LR","#d95f02",6.9001913,4.729136,-9.951859,4.5842967,-8.701852
"158","B109_HKT721_C5_Ramoso_Calabrese_Verde_OP","B109.Ramoso.Calabrese.Verde","B109","italica","LR",",","y","y","y","y","y",55.372,84.582,3,6,821.2,93,11.3248904042864,1.58,5,3,50.3,29.5,13.5,5,2,3,4,2,0,117,125,155,38,"RAMOSO CALABRESE VERDE","F. Branca/University of Catania","HRIGRU 4704",NA,"unk",41.118908,16.871177,0.291319,8e-06,0.708665,8e-06,"Calabrese.LR","#d95f02",7.374111,5.93548,-11.648978,7.224019,-10.68886
"159","B109_HKT721_C5_Ramoso_Calabrese_Verde_OP","B109.Ramoso.Calabrese.Verde","B109","italica","LR",",","y","y","y","y","y",45.72,69.088,4,12,637.4,64,10.0407907122686,1.58,3,4,36.1,14.9,8.9,3,3,3,3,2,0,119,133,147,28,"RAMOSO CALABRESE VERDE","F. Branca/University of Catania","HRIGRU 4704",NA,"unk",41.118908,16.871177,0.291319,8e-06,0.708665,8e-06,"Calabrese.LR","#d95f02",7.374111,5.93548,-11.648978,7.224019,-10.68886
"160","B109_HKT721_C5_Ramoso_Calabrese_Verde_OP","B109.Ramoso.Calabrese.Verde","B109","italica","LR",",","y","y","y","y","y",48.514,59.944,3,2,521.9,74,14.1789614868749,1.6,4,4,54.3,24.7,9.6,3,2,2,3,2,0,139,160,178,39,"RAMOSO CALABRESE VERDE","F. Branca/University of Catania","HRIGRU 4704",NA,"unk",41.118908,16.871177,0.291319,8e-06,0.708665,8e-06,"Calabrese.LR","#d95f02",7.374111,5.93548,-11.648978,7.224019,-10.68886
"161","B109_HKT721_C5_Ramoso_Calabrese_Verde_OP","B109.Ramoso.Calabrese.Verde","B109","italica","LR",",","y","y","y","y","y",61.468,61.214,4,0,489.5,53.5,10.929519918284,1.66,2,4,41.1,17.5,16.2,4,3,3,3,3,0,133,133,155,22,"RAMOSO CALABRESE VERDE","F. Branca/University of Catania","HRIGRU 4704",NA,"unk",41.118908,16.871177,0.291319,8e-06,0.708665,8e-06,"Calabrese.LR","#d95f02",7.374111,5.93548,-11.648978,7.224019,-10.68886
"162","B109_HKT721_C5_Ramoso_Calabrese_Verde_OP","B109.Ramoso.Calabrese.Verde","B109","italica","LR",",","y","y","y","y","y",62.23,74.168,4,0,767.6,93,12.1156852527358,2,4,3,56.3,30.7,19.4,5,2,3,4,3,0,126,155,161,35,"RAMOSO CALABRESE VERDE","F. Branca/University of Catania","HRIGRU 4704",NA,"unk",41.118908,16.871177,0.291319,8e-06,0.708665,8e-06,"Calabrese.LR","#d95f02",7.374111,5.93548,-11.648978,7.224019,-10.68886
"163","B109_HKT721_C5_Ramoso_Calabrese_Verde_OP","B109.Ramoso.Calabrese.Verde","B109","italica","LR",",","y","y","y","y","y",50.292,56.388,4,0,394.6,61.4,15.5600608210846,1.16,3,4,39.7,17.4,11,2,2,2,2,1,0,125,121,175,50,"RAMOSO CALABRESE VERDE","F. Branca/University of Catania","HRIGRU 4704",NA,"unk",41.118908,16.871177,0.291319,8e-06,0.708665,8e-06,"Calabrese.LR","#d95f02",7.374111,5.93548,-11.648978,7.224019,-10.68886
"164","B110_HKT721_C6_Verde_Calabrese_OP","B110.Verde.Calabrese","B110","italica","LR",",","y","y","y","y","y",61.468,77.978,4,11,512.7,47.4,9.24517261556466,1.98,2,2,48.7,20.9,20.9,5,4,2,3,2,0,127,116,156,29,"VERDE CALABRESE","F. Branca/University of Catania","HRIGRU 4706",NA,"unk",41.118908,16.871177,8e-06,8e-06,0.961038,0.038946,"Calabrese.LR","#d95f02",-2.490329,11.522934,-11.280665,1.5136429,-1.2861184
"165","B110_HKT721_C6_Verde_Calabrese_OP","B110.Verde.Calabrese","B110","italica","LR",",","y","y","y","y","y",59.182,73.66,4,14,547.8,42.6,7.77656078860898,1.56,2,1,48.7,17.5,17,5,3,3,3,2,0,109,99,156,47,"VERDE CALABRESE","F. Branca/University of Catania","HRIGRU 4706",NA,"unk",41.118908,16.871177,8e-06,8e-06,0.961038,0.038946,"Calabrese.LR","#d95f02",-2.490329,11.522934,-11.280665,1.5136429,-1.2861184
"166","B110_HKT721_C6_Verde_Calabrese_OP","B110.Verde.Calabrese","B110","italica","LR",",","y","y","y","y","y",81.28,88.646,4,20,1318.1,40.5,3.07260450648661,2.9,2,3,34.8,17.3,11,3,4,2,3,2,0,119,140,144,25,"VERDE CALABRESE","F. Branca/University of Catania","HRIGRU 4706",NA,"unk",41.118908,16.871177,8e-06,8e-06,0.961038,0.038946,"Calabrese.LR","#d95f02",-2.490329,11.522934,-11.280665,1.5136429,-1.2861184
"167","B110_HKT721_C6_Verde_Calabrese_OP","B110.Verde.Calabrese","B110","italica","LR",",","y","y","y","y","y",83.058,64.516,5,19,716.3,48.8,6.8127879380148,1.92,2,3,27,13,15.3,3,4,2,3,2,0,144,155,176,32,"VERDE CALABRESE","F. Branca/University of Catania","HRIGRU 4706",NA,"unk",41.118908,16.871177,8e-06,8e-06,0.961038,0.038946,"Calabrese.LR","#d95f02",-2.490329,11.522934,-11.280665,1.5136429,-1.2861184
"168","B110_HKT721_C6_Verde_Calabrese_OP","B110.Verde.Calabrese","B110","italica","LR",",","y","y","y","y","y",69.85,79.502,4,13,715.3,70,9.78610373269957,1.88,2,2,49.5,28.1,19,4,3,2,3,2,0,115,99,133,18,"VERDE CALABRESE","F. Branca/University of Catania","HRIGRU 4706",NA,"unk",41.118908,16.871177,8e-06,8e-06,0.961038,0.038946,"Calabrese.LR","#d95f02",-2.490329,11.522934,-11.280665,1.5136429,-1.2861184
"169","B110_HKT721_C6_Verde_Calabrese_OP","B110.Verde.Calabrese","B110","italica","LR",",","y","y","y","y","y",69.088,58.928,3,16,612,32.8,5.35947712418301,2.1,3,1,20.7,10.3,9.9,3,0,1,2,1,0,108,114,128,20,"VERDE CALABRESE","F. Branca/University of Catania","HRIGRU 4706",NA,"unk",41.118908,16.871177,8e-06,8e-06,0.961038,0.038946,"Calabrese.LR","#d95f02",-2.490329,11.522934,-11.280665,1.5136429,-1.2861184
"170","B111_HKT721_C7_Natalino_Di_Napoli_OP","B111.Natalino.Di.Napoli","B111","italica","LR",",","y","y","s","y","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATALINO DI NAPOLI","F. Branca/University of Catania","HRIGRU 4729",NA,"unk",41.118908,16.871177,8e-06,8e-06,8e-06,0.999977,"Sprouting.Broccoli","#e7298a",-28.365213,20.995464,9.62904,16.980091,16.863356
"171","B111_HKT721_C7_Natalino_Di_Napoli_OP","B111.Natalino.Di.Napoli","B111","italica","LR",",","y","y","s","y","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATALINO DI NAPOLI","F. Branca/University of Catania","HRIGRU 4729",NA,"unk",41.118908,16.871177,8e-06,8e-06,8e-06,0.999977,"Sprouting.Broccoli","#e7298a",-28.365213,20.995464,9.62904,16.980091,16.863356
"172","B111_HKT721_C7_Natalino_Di_Napoli_OP","B111.Natalino.Di.Napoli","B111","italica","LR",",","y","y","s","y","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATALINO DI NAPOLI","F. Branca/University of Catania","HRIGRU 4729",NA,"unk",41.118908,16.871177,8e-06,8e-06,8e-06,0.999977,"Sprouting.Broccoli","#e7298a",-28.365213,20.995464,9.62904,16.980091,16.863356
"173","B111_HKT721_C7_Natalino_Di_Napoli_OP","B111.Natalino.Di.Napoli","B111","italica","LR",",","y","y","s","y","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATALINO DI NAPOLI","F. Branca/University of Catania","HRIGRU 4729",NA,"unk",41.118908,16.871177,8e-06,8e-06,8e-06,0.999977,"Sprouting.Broccoli","#e7298a",-28.365213,20.995464,9.62904,16.980091,16.863356
"174","B111_HKT721_C7_Natalino_Di_Napoli_OP","B111.Natalino.Di.Napoli","B111","italica","LR",",","y","y","s","y","y",54.356,97.79,3,14,848.7,90.3,10.6398020501944,1.98,3,2,19.1,5.7,8.7,2,3,2,3,2,NA,190,NA,NA,NA,"NATALINO DI NAPOLI","F. Branca/University of Catania","HRIGRU 4729",NA,"unk",41.118908,16.871177,8e-06,8e-06,8e-06,0.999977,"Sprouting.Broccoli","#e7298a",-28.365213,20.995464,9.62904,16.980091,16.863356
"175","B111_HKT721_C7_Natalino_Di_Napoli_OP","B111.Natalino.Di.Napoli","B111","italica","LR",",","y","y","s","y","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATALINO DI NAPOLI","F. Branca/University of Catania","HRIGRU 4729",NA,"unk",41.118908,16.871177,8e-06,8e-06,8e-06,0.999977,"Sprouting.Broccoli","#e7298a",-28.365213,20.995464,9.62904,16.980091,16.863356
"176","B112_HKT721_C8_Cavolo_Broccolo_Settembrina_OP","B112.Cavolo.Broccolo.Settembrina","B112","unk","LR",",","y","y","y","y","y",48.768,91.44,NA,0,994.4,160.8,16.1705551086082,NA,NA,NA,74.2,38,35.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAVOLO BROCCOLO SETTEMBRINA","F. Branca/University of Catania","HRIGRU 5382",NA,"unk",38.112073,13.339183,8e-06,0.999977,8e-06,8e-06,"Violet.Caul","#7570b3",-33.28457,-30.24956,-12.032884,3.2785451,3.000993
"177","B112_HKT721_C8_Cavolo_Broccolo_Settembrina_OP","B112.Cavolo.Broccolo.Settembrina","B112","unk","LR",",","y","y","y","y","y",NA,NA,3,NA,NA,NA,NA,NA,3,5,NA,NA,NA,5,3,3,3,1,NA,155,NA,NA,NA,"CAVOLO BROCCOLO SETTEMBRINA","F. Branca/University of Catania","HRIGRU 5382",NA,"unk",38.112073,13.339183,8e-06,0.999977,8e-06,8e-06,"Violet.Caul","#7570b3",-33.28457,-30.24956,-12.032884,3.2785451,3.000993
"178","B112_HKT721_C8_Cavolo_Broccolo_Settembrina_OP","B112.Cavolo.Broccolo.Settembrina","B112","unk","LR",",","y","y","y","y","y",50.546,71.882,3,0,602.7,112.1,18.5996349759416,0.88,4,4,88.9,42.2,34.7,5,3,3,NA,3,NA,190,NA,NA,NA,"CAVOLO BROCCOLO SETTEMBRINA","F. Branca/University of Catania","HRIGRU 5382",NA,"unk",38.112073,13.339183,8e-06,0.999977,8e-06,8e-06,"Violet.Caul","#7570b3",-33.28457,-30.24956,-12.032884,3.2785451,3.000993
"179","B112_HKT721_C8_Cavolo_Broccolo_Settembrina_OP","B112.Cavolo.Broccolo.Settembrina","B112","unk","LR",",","y","y","y","y","y",52.07,57.15,4,0,451.8,76.2,16.8658698539177,0.78,3,5,68,33.1,28.2,5,3,3,3,1,NA,155,NA,NA,NA,"CAVOLO BROCCOLO SETTEMBRINA","F. Branca/University of Catania","HRIGRU 5382",NA,"unk",38.112073,13.339183,8e-06,0.999977,8e-06,8e-06,"Violet.Caul","#7570b3",-33.28457,-30.24956,-12.032884,3.2785451,3.000993
"180","B112_HKT721_C8_Cavolo_Broccolo_Settembrina_OP","B112.Cavolo.Broccolo.Settembrina","B112","unk","LR",",","y","y","y","y","y",45.466,73.406,2,0,717.1,76.8,10.7098033747037,NA,3,3,56.1,18.3,9.2,5,3,3,5,3,0,141,169,190,49,"CAVOLO BROCCOLO SETTEMBRINA","F. Branca/University of Catania","HRIGRU 5382",NA,"unk",38.112073,13.339183,8e-06,0.999977,8e-06,8e-06,"Violet.Caul","#7570b3",-33.28457,-30.24956,-12.032884,3.2785451,3.000993
"181","B112_HKT721_C8_Cavolo_Broccolo_Settembrina_OP","B112.Cavolo.Broccolo.Settembrina","B112","unk","LR",",","y","y","y","y","y",64.516,72.644,3,0,605.1,130.9,21.6327879689308,NA,4,3,78.4,29.9,23.6,5,5,4,NA,3,NA,187,NA,NA,NA,"CAVOLO BROCCOLO SETTEMBRINA","F. Branca/University of Catania","HRIGRU 5382",NA,"unk",38.112073,13.339183,8e-06,0.999977,8e-06,8e-06,"Violet.Caul","#7570b3",-33.28457,-30.24956,-12.032884,3.2785451,3.000993
"182","B113_HKT721_C9_Broccolo_Innorota_gennorota_OP","B113.Broccolo.Innorota.Gennorota","B113","unk","LR",",","y","y","n","n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BROCCOLO INNOROTA/GENNOROTA","F. Branca/University of Catania","HRIGRU 5385",NA,"unk",38.112073,13.339183,8e-06,0.999977,8e-06,8e-06,"Violet.Caul","#7570b3",-33.391113,-24.504446,-8.419239,1.0679545,1.9544038
"183","B113_HKT721_C9_Broccolo_Innorota_gennorota_OP","B113.Broccolo.Innorota.Gennorota","B113","unk","LR",",","y","y","n","n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BROCCOLO INNOROTA/GENNOROTA","F. Branca/University of Catania","HRIGRU 5385",NA,"unk",38.112073,13.339183,8e-06,0.999977,8e-06,8e-06,"Violet.Caul","#7570b3",-33.391113,-24.504446,-8.419239,1.0679545,1.9544038
"184","B113_HKT721_C9_Broccolo_Innorota_gennorota_OP","B113.Broccolo.Innorota.Gennorota","B113","unk","LR",",","y","y","n","n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BROCCOLO INNOROTA/GENNOROTA","F. Branca/University of Catania","HRIGRU 5385",NA,"unk",38.112073,13.339183,8e-06,0.999977,8e-06,8e-06,"Violet.Caul","#7570b3",-33.391113,-24.504446,-8.419239,1.0679545,1.9544038
"185","B113_HKT721_C9_Broccolo_Innorota_gennorota_OP","B113.Broccolo.Innorota.Gennorota","B113","unk","LR",",","y","y","n","n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BROCCOLO INNOROTA/GENNOROTA","F. Branca/University of Catania","HRIGRU 5385",NA,"unk",38.112073,13.339183,8e-06,0.999977,8e-06,8e-06,"Violet.Caul","#7570b3",-33.391113,-24.504446,-8.419239,1.0679545,1.9544038
