trial,geno,rep,unique,sc,MT,FF,F50,MF50,HT,WD,BM,LT,HM,HI,HD,CL,RR,BS,BR,BU,HC,HE,HS,HU,HR,OQ,FC,note.geno,note.plot
1,B198,1,B198_row-7_rep-1_E,11,128,133,146,18,46.228,59.436,522,12,113.4,21.7241379310345,60.9,33.3,18.7,1.3,5,3,5,3,2,2,4,3,0,extreme lats,extreme lats
1,B198,2,B198_row-11_rep-2_E,12,134,141,153,19,39.116,62.23,476.6,14,127.9,26.8359211078472,70.8,31.2,17.2,1.46,5,3,5,3,2,2,4,2,0,extreme lats,
1,B198,3,B198_row-15_rep-3_E,12,120,133,139,19,38.1,53.34,596,17,103.5,17.3657718120805,47.1,17.9,20.4,1.52,3,3,4,3,3,4,3,3,0,extreme lats,
2,B198,1,B198_row-22_rep-1_W,9,113,127,156,43,37.846,57.404,947,16,199.7,21.0876451953537,78.7,39.1,23.5,1.4,5,5,5,3,3,4,5,4,0,extreme lats,extreme lats
2,B198,2,B198_row-28_rep-2_E,9,110,124,143,33,27.432,62.738,412,9,98.3,23.8592233009709,52.6,27.2,18.6,1.42,5,4,5,3,3,4,5,4,0,extreme lats,
2,B198,3,B198_row-31_rep-3_E,10,116,135,143,27,31.75,66.04,554.2,9,117.6,21.2197762540599,52.8,19.7,14.2,1.3,4,2,5,2,3,2,3,2,0,extreme lats,
0,B200,2,B12_row-2_rep-GBS2_E,4,63,71,76,13,25.146,57.912,564.4,9,181.6,32.1757618710135,96.6,44,9.8,1.06,4,4,4,3,2,2,2,2,0,no notes,
1,B200,1,B200_row-7_rep-1_E,12,96,112,114,18,27.686,62.23,363,2,105.1,28.9531680440771,64,31.9,20.4,0.84,4,2,5,3,4,3,3,2,0,no notes,
1,B200,2,B200_row-10_rep-2_W,11,96,108,113,17,30.988,56.388,519.2,3,158.7,30.5662557781202,94.9,43,25.6,0.92,5,4,5,3,3,3,2,2,0,no notes,
1,B200,3,B200_row-17_rep-3_W,12,95,108,117,22,28.956,66.04,650.3,10,166.3,25.5728125480547,84.2,46.5,12.7,1.3,4,1,4,3,2,2,3,2,0,no notes,
2,B200,1,B200_row-22_rep-1_W,8,85,98,102,17,26.67,62.23,514.3,1,132.4,25.7437293408516,74.2,35,23.5,1.48,4,3,4,3,2,3,3,3,0,no notes,
2,B200,2,B200_row-26_rep-2_W,8,82,94,99,17,40.132,61.976,328,2,87.1,26.5548780487805,59,29.3,14.3,0.96,5,4,4,2,2,3,4,3,0,no notes,
2,B200,3,B200_row-29_rep-3_W,8,84,97,100,16,41.656,69.342,437.2,3,111.2,25.4345837145471,64.9,29.4,26.7,1.04,5,4,5,3,3,3,4,4,0,no notes,
0,B203,2,C03_row-2_rep-GBS2_E,3,NA,NA,NA,NA,41.656,62.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,evidence of contaimination,floweree in tray. not sure if oleracea. no plants for flowering. likely contaminated 
1,B203,1,B203_row-7_rep-1_E,12,124,129,140,16,37.846,64.008,500.6,19,33.9,6.7718737514982,36.3,19.2,10.7,1.62,4,2,1,4,2,3,3,2,0,evidence of contaimination,contaminated.   6/10 non oleracea
1,B203,2,B203_row-10_rep-2_W,12,130,144,160,30,37.846,75.438,245.8,4,24.8,10.0895036615134,35.4,18.9,16,4.02,3,2,1,3,3,3,3,2,0,evidence of contaimination,"contaminated some early flowering.  4/10 non oleracea, oleracea are slightly irregular "
1,B203,3,B203_row-18_rep-3_W,12,107,121,125,18,35.306,62.23,611,10,46.1,7.54500818330606,46.9,25.8,13,3.26,5,3,2,4,3,3,4,2,0,evidence of contaimination,contaminated. 5/11.  extreme lats
2,B203,1,B203_row-22_rep-1_W,8,105,NA,NA,NA,34.036,80.772,467.9,12,62.3,13.3148108570207,54.4,24.1,18,2.46,4,2,2,3,1,2,3,2,NA,evidence of contaimination,"flowered in tray (extreme lats), "
2,B203,2,B203_row-27_rep-2_E,8,116,133,158,42,29.21,63.5,520.7,16,34.8,6.68331092759746,38.2,13.4,9.2,1.58,5,3,4,3,2,3,4,2,0,evidence of contaimination,"extreme lats, irregular heading and flowering "
2,B203,3,B203_row-31_rep-3_E,9,116,NA,NA,NA,33.274,57.15,707.3,21,29.4,4.15665205711862,42.2,14.8,9.5,1.52,5,1,2,4,2,2,3,2,0,evidence of contaimination,flowered in tray: extreme lats. only one plant heading (Oct 15) 
0,B204,2,C04_row-2_rep-GBS2_E,3,79,NA,NA,NA,35.814,63.5,810.2,11,49.5,6.10960256726734,48.1,17.9,11.9,2.64,3,3,2,4,3,2,3,1,NA,irregular heading and flowering, extreme lats
1,B204,1,B204_row-7_rep-1_E,12,109,121,164,55,32.258,61.468,443.7,16,28.4,6.40072120802344,31,15.3,13.3,1.92,3,4,2,5,2,2,4,2,0,,
1,B204,2,B204_row-10_rep-2_W,11,128,127,165,37,34.29,68.58,197.2,11,20.7,10.4969574036511,15.7,7.6,3.4,1.84,3,4,1,5,0,1,2,1,0,,diseased irregular flowering and heading 
1,B204,3,B204_row-18_rep-3_W,11,127,129,155,28,31.75,59.944,301.8,10,80.6,26.7064280980782,44.7,21.2,15.6,1.1,4,2,2,4,3,2,3,2,0,,
2,B204,1,B204_row-22_rep-1_W,8,120,140,149,29,30.988,64.77,279.8,8,35.8,12.794853466762,26.9,11.6,6.9,1.66,5,4,2,5,3,3,4,2,0,,extreme head extension 
2,B204,2,B204_row-28_rep-2_E,8,99,101,122,23,49.53,31.75,434.7,16,22.6,5.19898780768346,34.6,16.1,14.3,1.76,4,2,2,5,2,2,4,2,0,,
2,B204,3,B204_row-31_rep-3_E,9,114,112,140,26,67.056,67.31,327.1,17,21.9,6.69520024457353,30.7,14.2,13,1.58,4,1,1,5,2,2,2,2,0,,"extreme lats, irregular heading and flowering "
0,B205,2,C05_row-2_rep-GBS2_E,4,80,97,106,26,55.626,67.31,863.1,18,41.4,4.79666319082377,44.4,19.4,19,2.62,4,1,2,4,2,2,3,2,0,irregular heading and flowering, extreme lats
1,B205,1,B205_row-7_rep-1_E,12,112,121,138,26,46.736,79.248,704.3,5,86.4,12.2674996450376,52,24.8,18.3,1.9,4,3,3,4,4,4,4,3,0,irregular heading and flowering, extreme lats
1,B205,2,B205_row-10_rep-2_W,11,107,114,NA,NA,37.592,74.422,441,14,35.1,7.95918367346939,48.6,21.5,15.8,2.82,5,2,2,5,2,2,3,2,0,irregular heading and flowering," extreme lats,"
1,B205,3,B205_row-17_rep-3_W,10,107,121,124,17,66.802,74.93,564.5,19,18.6,3.29495128432241,21.8,7.6,6.2,2.36,3,3,2,5,2,2,3,1,0,irregular heading and flowering, extreme lats
2,B205,1,B205_row-22_rep-1_W,9,116,128,147,31,70.104,76.454,250.6,12,25.8,10.2952913008779,30,11,10.5,1.72,4,3,2,4,3,3,4,2,0,irregular heading and flowering, extreme lats
2,B205,2,B205_row-25_rep-2_W,10,106,101,114,8,52.07,84.328,607,20,41.5,6.83690280065898,44.8,22.2,9.5,1.28,4,4,3,4,2,3,4,2,0,irregular heading and flowering, extreme lats
2,B205,3,B205_row-32_rep-3_E,6,104,105,148,44,66.04,71.882,430.1,17,23.3,5.41734480353406,25.9,12.3,7.5,2.1,4,3,2,4,2,2,3,2,0,irregular heading and flowering,"extreme lats, irregular heading and flowering "
0,B206,2,C06_row-2_rep-GBS2_E,2,78,92,96,18,52.07,50.8,963.7,5,138.1,14.330185742451,58.9,27.2,23.1,1.64,5,4,5,3,3,4,4,4,0,extreme lats,biiig lats
1,B206,1,B206_row-5_rep-1_W,12,109,127,134,25,30.734,62.484,934.5,6,193.5,20.7062600321027,89.7,42.7,19.5,1.44,5,4,5,3,3,4,5,4,0,extreme lats,
1,B206,2,B206_row-8_rep-2_E,9,118,133,137,19,42.672,64.516,465.5,1,130.3,27.9914070891515,61.2,37.1,15.8,1.44,5,5,5,3,3,4,4,4,0,extreme lats,
1,B206,3,B206_row-15_rep-3_E,12,112,133,140,28,107.442,55.88,754.7,1,158.8,21.0414734331522,80.8,42,27.7,1.6,5,5,5,3,4,5,5,4,0,extreme lats,
2,B206,1,B206_row-21_rep-1_W,9,107,128,135,28,58.928,71.628,601.5,1,166.1,27.6142975893599,84.7,41.5,25.4,1.18,5,4,5,3,3,5,5,5,0,extreme lats,
2,B206,2,B206_row-26_rep-2_W,10,108,119,126,18,46.228,80.01,568.6,2,147,25.8529722124516,67.7,28.9,21.3,1.2,5,4,5,3,3,4,4,4,0,extreme lats,
2,B206,3,B206_row-32_rep-3_E,9,111,127,135,24,57.15,79.502,880.5,5,213.1,24.2021578648495,93.7,49.1,30.3,1.42,5,5,5,2,4,4,5,5,0,extreme lats,
0,B210,2,C10_row-2_rep-GBS2_E,2,NA,NA,NA,NA,60.198,72.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
1,B210,1,B210_row-5_rep-1_W,11,NA,NA,NA,NA,60.96,61.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
1,B210,2,B210_row-9_rep-2_W,12,NA,NA,NA,NA,50.546,57.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
1,B210,3,B210_row-17_rep-3_W,9,NA,NA,NA,NA,54.356,80.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
2,B210,1,B210_row-21_rep-1_W,11,NA,NA,NA,NA,55.372,71.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
2,B210,2,B210_row-26_rep-2_W,10,NA,NA,NA,NA,29.972,83.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
2,B210,3,B210_row-30_rep-3_W,11,NA,NA,NA,NA,35.56,85.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
0,B211,2,C11_row-2_rep-GBS2_E,5,NA,NA,NA,NA,35.306,76.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not enough plants,
1,B211,1,B211_row-8_rep-1_E,12,NA,NA,NA,NA,33.528,81.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not enough plants,
1,B211,2,B211_row-10_rep-2_W,13,194,NA,NA,NA,41.91,84.328,333.6,42,15.6,4.67625899280576,13.1,10.5,4,1.76,2,2,2,4,3,3,3,1,NA,not enough plants,only one plant heading Oct 29th 
1,B211,3,B211_row-15_rep-3_E,12,152,NA,NA,NA,39.116,87.63,691.1,42,26.3,3.80552742005498,19,8.5,6.9,1.86,2,2,2,5,3,1,2,1,1,not enough plants,"extreme lats, only one early flowering Oct 28"
2,B211,1,B211_row-21_rep-1_W,11,169,NA,NA,NA,37.338,89.154,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,4,2,NA,1,1,not enough plants,only one plant heading and flowering. one head ready oct 29th 
2,B211,2,B211_row-25_rep-2_W,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not enough plants,
2,B211,3,B211_row-29_rep-3_W,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not enough plants,
0,B212,2,C12_row-2_rep-GBS2_E,5,NA,119,NA,NA,NA,NA,396.5,40,14,3.53089533417402,14.6,6.9,3.4,1.86,3,2,2,5,2,2,2,1,1,irregular heading and flowering," extreme lats,irregular heading. first head oct 6th. on Oct 28th only one head "
1,B212,1,B212_row-8_rep-1_E,11,130,148,NA,NA,NA,NA,566.1,43,22.1,3.9039039039039,34.8,10.6,2.1,2.78,3,2,1,4,2,2,3,1,1,irregular heading and flowering," extreme lats,extreme lats. one flowered way before all others  "
1,B212,2,B212_row-11_rep-2_E,12,151,150,NA,NA,NA,NA,184.2,36,15.5,8.41476655808904,15.5,23.6,10.9,1.925,2,2,2,5,3,3,3,1,1,irregular heading and flowering," extreme lats,extreme lats, one very early flowering, one by oct 28th  "
1,B212,3,B212_row-13_rep-3_W,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering, extreme lats
2,B212,1,B212_row-21_rep-1_W,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering, extreme lats
2,B212,2,B212_row-25_rep-2_W,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering, extreme lats
2,B212,3,B212_row-29_rep-3_W,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,irregular heading and flowering, extreme lats
0,B213,2,D01_row-2_rep-GBS2_E,4,64,78,83,19,67.056,24.13,900.9,14,105.6,11.7216117216117,82.4,33.5,21,2,4,4,1,4,1,2,3,2,0,no notes,
1,B213,1,B213_row-8_rep-1_E,10,96,106,110,14,79.502,61.468,662.8,13,97.1,14.6499698249849,71,40.2,26.2,2.18,4,2,1,4,2,3,4,2,0,no notes,
1,B213,2,B213_row-9_rep-2_W,9,96,108,112,16,NA,NA,435,8,72,16.551724137931,53.1,27.2,18.7,1.42,5,5,2,4,2,2,5,3,0,no notes,
1,B213,3,B213_row-14_rep-3_E,10,92,108,113,21,NA,NA,378.7,8,68.9,18.1938209664642,48,26.6,15.2,2.14,4,3,3,3,2,3,4,2,0,no notes,
2,B213,1,B213_row-24_rep-1_E,10,87,94,103,16,NA,NA,301.5,4,53.4,17.7114427860697,48.7,22.8,17.9,1.56,5,4,2,3,2,2,4,3,0,no notes,
2,B213,2,B213_row-25_rep-2_W,12,87,97,104,17,100.838,46.228,559.2,5,68.8,12.3032904148784,40,17.8,15.6,1.88,5,3,3,1,3,3,3,3,0,no notes,
2,B213,3,B213_row-30_rep-3_W,12,89,100,105,16,78.994,61.468,813.3,8,117.4,14.4350178285995,72,32.3,24.3,1.84,5,3,2,4,2,3,3,3,0,no notes,extreme lats
0,B214,2,D02_row-2_rep-GBS2_E,4,101,128,134,33,90.17,47.498,1273.9,2,277.3,21.7677996703038,90.3,36.4,23,1.14,4,3,5,3,4,3,3,3,0,"few plants, irregular heading and flowering",
1,B214,1,B214_row-8_rep-1_E,6,134,149,175,41,NA,NA,768.8,2,219.2,28.5119667013528,76.3,30.4,32.8,1.02,3,4,5,3,3,2,2,2,0,"few plants, irregular heading and flowering",
1,B214,2,B214_row-11_rep-2_E,7,145,147,183,38,NA,NA,651.7,1,133.5,20.4848856835967,55,29.2,10,0.9,5,5,5,3,3,3,4,4,0,"few plants, irregular heading and flowering",irregular heading and flowering 
1,B214,3,B214_row-13_rep-3_W,7,142,167,183,41,NA,NA,814.8,0,173.8,21.3303878252332,64,41.1,18.9,1,5,4,5,3,4,3,4,3,0,"few plants, irregular heading and flowering",
2,B214,1,B214_row-24_rep-1_E,1,114,NA,NA,NA,NA,NA,1215,7,228.6,18.8148148148148,87.7,32.2,20.9,1.2,5,4,4,3,5,5,5,5,NA,"few plants, irregular heading and flowering","only one plant: extreme lats, no flowering data"
2,B214,2,B214_row-26_rep-2_W,1,148,NA,NA,NA,52.832,70.866,440.9,2,93.7,21.2519845770016,54,19,15.4,1.08,5,4,5,3,4,5,5,4,NA,"few plants, irregular heading and flowering","only one plant, still trying to head on Oct 15, stunted end of row"
2,B214,3,B214_row-30_rep-3_W,3,113,136,148,35,46.99,78.486,1021.8,1,223.6,21.882951653944,87.1,37.4,29,1.4,5,4,5,2,4,3,4,3,0,"few plants, irregular heading and flowering",
0,B215,2,D03_row-2_rep-GBS2_E,6,66,80,82,16,43.434,71.628,753.5,2,125.9,16.7086927670869,90,35.2,34.9,2,5,4,3,4,2,3,4,3,0,no notes,
1,B215,1,B215_row-8_rep-1_E,12,95,110,117,22,42.672,65.278,575.3,0,78.1,13.5755258126195,77.9,27.1,15.4,1.23,5,5,2,4,2,2,4,3,0,no notes,
1,B215,2,B215_row-11_rep-2_E,12,101,115,118,17,40.132,65.532,473.2,0,76.7,16.2087912087912,79.6,24.2,19.1,1.76,5,5,2,5,2,3,5,3,0,no notes,
1,B215,3,B215_row-18_rep-3_W,10,96,112,115,19,48.514,77.47,761,0,99.1,13.0223390275953,82,41.2,20,1.74,5,4,3,4,2,3,4,4,0,no notes,
2,B215,1,B215_row-24_rep-1_E,10,85,101,103,18,52.07,79.756,433.6,1,58.7,13.5378228782288,56.7,24.8,13.9,1.52,4,4,3,3,2,3,3,3,0,no notes,
2,B215,2,B215_row-28_rep-2_E,11,89,101,103,14,42.926,79.502,783,0,78.3,10,63.6,28.9,20.8,1.76,4,5,3,4,2,3,4,3,0,no notes,
2,B215,3,B215_row-29_rep-3_W,12,86,100,103,17,39.116,64.516,485.3,2,80.1,16.5052544817639,64.7,29,17.2,1.82,5,4,3,4,1,2,3,3,0,no notes,
0,B216,2,D04_row-2_rep-GBS2_E,5,69,92,96,27,46.228,72.644,863.2,6,101.6,11.7701575532901,36.9,12.2,6.7,0.92,2,3,1,4,3,3,NA,2,0,no notes,
1,B216,1,B216_row-8_rep-1_E,12,112,128,130,18,39.878,84.328,753,3,54.1,7.18459495351926,38.6,15.3,19,1.52,2,4,1,4,0,1,NA,1,0,no notes,
1,B216,2,B216_row-12_rep-2_E,12,109,129,140,31,39.37,76.454,492.2,2,65.9,13.3888663145063,42.4,12.3,12.5,1.02,2,5,1,4,0,3,NA,1,0,no notes,
1,B216,3,B216_row-18_rep-3_W,12,106,125,136,30,36.068,48.006,694.3,3,81.8,11.7816505833213,49.7,13.5,4.1,0.72,2,5,1,4,3,1,NA,1,0,no notes,
2,B216,1,B216_row-24_rep-1_E,11,96,113,117,21,38.608,73.914,331.3,0,34.2,10.3229701177181,31.5,14.3,11.7,1.3,3,5,2,4,3,2,NA,2,0,no notes,
2,B216,2,B216_row-27_rep-2_E,12,100,113,122,22,54.864,85.852,637.8,7,56.3,8.82721856381311,35.7,15.7,16.7,0.92,3,3,2,4,4,2,NA,2,0,no notes,
2,B216,3,B216_row-32_rep-3_E,12,100,113,116,16,53.34,76.454,616.5,2,61.1,9.91078669910787,43.9,16.4,15.3,1.1,2,3,2,4,4,2,NA,2,0,no notes,
0,B217,2,E07_row-2_rep-GBS2_E,5,95,109,115,20,53.34,76.454,660.7,0,159.3,24.1107915846829,74.7,34.9,23.7,1.04,5,4,5,2,4,4,4,4,0,no notes,
1,B217,1,B217_row-7_rep-1_E,12,123,141,148,25,53.594,86.36,464.6,0,161.4,34.739560912613,78.7,34.5,27.1,1.58,5,4,5,2,5,4,5,4,0,no notes,
1,B217,2,B217_row-14_rep-2_W,11,123,141,143,20,51.308,74.422,621,0,166.6,26.8276972624799,73.5,30.5,26.4,1.28,5,5,5,2,5,4,5,4,0,no notes,
1,B217,3,B217_row-16_rep-3_E,12,119,140,146,27,51.816,68.072,653,0,157.9,24.1807044410413,87.6,42.1,29.7,1.34,4,3,5,1,4,4,4,3,0,no notes,
2,B217,1,B217_row-23_rep-1_E,11,112,126,133,21,52.324,59.944,509.4,0,135.4,26.5802905378877,66,26.8,23.4,1.08,5,5,4,3,5,4,5,4,0,no notes,
2,B217,2,B217_row-27_rep-2_E,10,114,137,154,40,55.372,74.168,475.7,0,151,31.7426949758251,82.3,32.7,26.8,1.18,5,5,4,2,4,4,4,4,0,no notes,
2,B217,3,B217_row-31_rep-3_E,12,112,127,140,28,71.882,69.596,603,1,142.6,23.6484245439469,73.9,33.8,20.1,0.94,5,5,4,2,5,4,4,3,0,no notes,
0,B218,1,A12_row-1_rep-GBS1_E,3,86,111,113,27,63.5,59.436,1091.1,5,194.6,17.8352121712034,88.9,33.7,19.7,1.24,5,3,5,3,2,3,4,4,0,no notes,
1,B218,1,B218_row-7_rep-1_E,12,120,129,136,16,58.928,71.12,438.5,2,117.4,26.7730900798176,77.3,41.5,21.7,1.52,3,4,5,4,3,2,4,4,0,no notes,
1,B218,2,B218_row-12_rep-2_E,11,116,135,141,25,59.436,61.976,654.9,4,159.7,24.385402351504,83.3,40.9,16.4,1.42,3,3,5,3,2,2,3,3,0,no notes,
1,B218,3,B218_row-16_rep-3_E,12,118,133,140,22,58.928,73.914,465.4,4,93.3,20.0472711645896,69.7,25,24.3,1.44,3,4,5,3,3,3,3,3,0,no notes,
2,B218,1,B218_row-23_rep-1_E,11,113,128,141,28,59.182,76.708,504.2,0,109.5,21.717572391908,69.1,29,16.5,1.06,5,5,5,4,3,4,5,4,0,no notes,
2,B218,2,B218_row-28_rep-2_E,12,111,125,140,29,34.29,81.788,396.5,0,105.1,26.5069356872636,73.7,41.4,23.6,1.22,5,5,4,3,3,3,4,3,0,no notes,
2,B218,3,B218_row-32_rep-3_E,12,108,123,137,29,30.988,90.932,568.5,1,160.9,28.3025505716799,87.2,47.7,17.2,1.22,5,4,5,3,2,3,4,3,0,no notes,
0,B219,1,G05_row-1_rep-GBS1_E,5,90,121,129,39,35.052,88.392,1043.2,8,192.5,18.4528374233129,74.5,40.3,29.1,1.32,5,4,5,2,3,4,4,4,0,some extreme lats," some irregular flowering,extreme lats "
1,B219,1,B219_row-7_rep-1_E,12,124,139,147,23,38.862,75.692,583.4,2,153.9,26.3798423037367,76.7,38.7,17,1,4,2,5,2,2,2,2,2,0,some extreme lats, some irregular flowering
1,B219,2,B219_row-13_rep-2_W,12,128,140,147,19,36.068,80.01,450.6,0,143,31.7354638260098,79.6,31.9,24.6,1.48,4,3,5,3,3,3,3,3,0,some extreme lats, some irregular flowering
1,B219,3,B219_row-15_rep-3_E,12,127,142,150,23,32.512,84.074,527.4,1,167.4,31.740614334471,81.1,41.6,27.3,0.86,4,1,5,2,2,2,2,3,0,some extreme lats, some irregular flowering
2,B219,1,B219_row-23_rep-1_E,12,112,143,152,40,28.956,93.218,451.5,0,139.5,30.8970099667774,83,29.3,16.8,0.82,5,3,5,2,3,3,4,3,0,some extreme lats, some irregular flowering
2,B219,2,B219_row-26_rep-2_W,11,108,122,138,30,44.196,66.04,549.5,3,136.6,24.8589626933576,60.4,27,19.3,0.76,5,4,4,2,3,3,4,3,0,some extreme lats, some irregular flowering
2,B219,3,B219_row-29_rep-3_W,12,109,128,137,28,44.958,65.532,633.8,5,195.1,30.7825812559167,94.5,34.2,21.4,0.98,5,4,4,2,3,3,4,3,0,some extreme lats," some irregular flowering,late flowering  "
1,B145,1,B220_row-7_rep-1_E,12,100,125,129,29,44.45,62.738,586.5,0,163.7,27.9113384484228,110.7,49.7,25.4,1.52,4,4,4,3,2,4,4,3,NA,no notes,
1,B145,2,B220_row-11_rep-2_E,11,100,127,131,31,46.482,52.832,572.1,0,115.2,20.1363398007341,72.4,28.1,18.3,1.34,4,4,4,3,2,2,2,2,0,no notes,
1,B145,3,B220_row-17_rep-3_W,12,102,109,115,13,47.752,62.992,560.4,0,112.9,20.146324054247,78,38.8,16.5,1.5,5,2,4,3,2,3,4,3,0,no notes,
2,B145,1,B220_row-23_rep-1_E,12,96,109,113,17,43.688,60.706,377.6,0,107.6,28.4957627118644,68.5,36,25.9,1.52,5,4,4,3,3,4,4,5,0,no notes,
2,B145,2,B220_row-23_rep-2_E,12,94,107,111,17,45.72,67.818,456.6,0,119.6,26.1936049058257,69.8,31.6,23.9,1.7,5,4,4,2,3,4,4,4,0,no notes,
2,B145,3,B220_row-27_rep-3_E,12,95,108,115,20,43.942,60.452,347.5,0,105.8,30.4460431654676,71.9,34.8,22.8,1.4,5,4,5,2,3,4,4,4,0,no notes,
0,B221,1,G08_row-1_rep-GBS1_E,2,105,139,150,45,35.052,76.2,1229.2,3,232.4,18.9066059225513,91.9,38.3,22.7,1.24,4,3,5,3,3,2,3,3,0,no notes,
1,B221,1,B221_row-7_rep-1_E,12,130,135,159,29,34.798,64.77,929.4,1,195.3,21.0135571336346,76.7,34,21.5,1.44,2,2,4,3,3,1,2,2,0,no notes,
1,B221,2,B221_row-9_rep-2_W,12,135,160,168,33,38.608,66.802,762.2,0,145.2,19.0501180792443,67.1,26.2,20.3,1.02,2,4,5,3,2,2,2,2,0,no notes,
1,B221,3,B221_row-15_rep-3_E,12,136,149,170,34,36.576,73.914,694.8,0,183,26.3385146804836,78.4,45.8,20,1.18,4,3,5,4,2,1,2,2,0,no notes,
2,B221,1,B221_row-23_rep-1_E,12,121,138,152,31,30.988,80.772,770.4,0,157.2,20.404984423676,77.3,31.7,17.8,1.08,5,4,5,4,3,4,5,4,0,no notes,
2,B221,2,B221_row-28_rep-2_E,12,116,145,152,36,34.29,86.614,659.4,0,160.6,24.355474673946,80.3,41.7,15.4,1.26,5,3,4,3,3,4,3,3,0,no notes,
2,B221,3,B221_row-31_rep-3_E,11,125,149,155,30,48.006,52.07,878.8,0,180.4,20.5279927173418,92.4,37.4,19.6,1.16,5,4,4,3,4,5,5,4,0,no notes,
0,B222,2,B09_row-2_rep-GBS2_E,4,62,66,NA,NA,49.276,96.774,436.1,5,107.7,24.6961706030727,66.8,31.8,16.7,2.26,4,4,3,3,2,3,4,3,0,no notes,
1,B222,1,B222_row-7_rep-1_E,10,86,93,101,15,49.53,78.232,503.5,6,98.5,19.5630585898709,75.7,37.9,17.5,2.4,4,2,3,4,2,3,3,3,0,no notes,missing data :(
1,B222,2,B222_row-7_rep-2_E,12,91,99,101,10,49.53,77.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,0,no notes,
1,B222,3,B222_row-15_rep-3_E,12,91,97,101,10,40.132,78.74,357.8,0,73.8,20.6260480715483,73.7,34.9,12,1.56,5,3,4,3,2,3,4,3,0,no notes,
2,B222,1,B222_row-23_rep-1_E,4,82,93,116,34,43.18,80.01,425.6,2,90.3,21.2171052631579,75.9,34.9,16.6,1.88,5,4,4,3,2,4,4,3,0,no notes,
2,B222,2,B222_row-28_rep-2_E,5,81,91,96,15,42.418,86.614,244.7,0,48.8,19.942787086228,49.8,23.5,16.9,1.8,5,4,3,2,2,3,4,3,0,no notes,
2,B222,3,B222_row-32_rep-3_E,4,85,99,103,18,35.052,64.77,410,0,79.3,19.3414634146341,56.4,29.7,15.6,2.48,4,4,3,2,2,3,4,3,0,no notes,
0,B223,2,C07_row-2_rep-GBS2_E,4,81,97,100,19,35.052,71.882,1023.4,11,106.4,10.3967168262654,67,29,14.5,1.7,4,4,4,4,4,4,4,4,0,some irregular flowering,
1,B223,1,B223_row-7_rep-1_E,12,109,127,130,21,NA,NA,594.2,2,72.8,12.2517670817906,51.6,21.7,14.8,2.02,5,4,4,4,3,3,4,4,0,some irregular flowering,
1,B223,2,B223_row-9_rep-2_W,11,110,124,127,17,39.116,71.12,830.4,8,84.4,10.1637764932563,53.9,23.7,18.7,1.52,4,5,4,4,4,4,5,4,0,some irregular flowering,
1,B223,3,B223_row-18_rep-3_W,12,108,115,127,19,34.036,72.39,1035.1,8,113.2,10.9361414356101,69.9,32.1,12.7,1.64,5,3,4,4,3,3,4,3,0,some irregular flowering,
2,B223,1,B223_row-23_rep-1_E,5,107,115,125,18,30.988,65.532,591,3,81.9,13.8578680203046,61.1,26.7,16.5,1.54,5,4,4,5,3,4,4,4,0,some irregular flowering,
