"","gbs","short.name","geno","class","cross.type","c","N109","good.geno","good.pheno","good.photo","gps","HT","WD","HE","LT","BM","HM","HI","BS","BU","HC","HD","CL","RR","BR","HS","HU","HR","OQ","FC","MT","FF","F50","MF50","Name","SOURCE","PI","release","maturity","Lat","Long","Calabrese.F1","Violet.Caul","Calabrese.LR","Sprouting.Broccoli","subpop","groupCol","PC1","PC2","PC3","PC4","PC5"
"1","B001_HKT721_A1_Marathon_F1","B001.Marathon","B001","italica","F1",",","y","y","y","y","n",48.133,72.7286666666667,3.33333333333333,7.16666666666667,879.15,151.266666666667,17.4277601802475,1.35333333333333,3.5,4.83333333333333,72.1333333333333,31.95,20.5833333333333,4.5,3,3.5,3.83333333333333,3.5,0,125.666666666667,138.8,146.4,23.8,"Marathon","Sakata","",1985,"late",NA,NA,0.999977,8e-06,8e-06,8e-06,"Calabrese.F1","#1b9e77",16.349613,-7.1673336,9.993282,10.397174,-7.2179604
"2","B003_HKT721_A2_Diplomat_F1","B003.Diplomat","B003","italica","F1",",","y","y","y","y","n",40.005,73.8293333333333,3.16666666666667,7.5,672.866666666667,107.2,15.9417454045789,1.41666666666667,4.16666666666667,4.16666666666667,63.1166666666667,31.4166666666667,18.4666666666667,4.83333333333333,2.83333333333333,3.33333333333333,4.16666666666667,3.83333333333333,0,106,122.833333333333,129,23,"Diplomat","Sakata","",2004,"mid-early",NA,NA,0.999977,8e-06,8e-06,8e-06,"Calabrese.F1","#1b9e77",16.542614,-1.8112786,4.761573,3.0191028,-1.4907111
"3","B004_HKT721_A3_DuraPak19_F1","B004.DuraPak19","B004","italica","F1",",","y","y","y","y","n",41.6983333333333,82.8463333333333,3.33333333333333,1,793.716666666667,166.45,20.9776468458304,1.35666666666667,4.5,4.66666666666667,85.9833333333333,39.9166666666667,19.7166666666667,5,3.16666666666667,3.83333333333333,4.33333333333333,4,0,122.333333333333,144.333333333333,153.666666666667,31.3333333333333,"DuraPak 19","Syngenta","",2014,"mid-early",NA,NA,0.999977,8e-06,8e-06,8e-06,"Calabrese.F1","#1b9e77",15.7659235,-4.826126,6.159838,7.265085,-6.9630346
"4","B011_HKT721_A6_Gypsy_F1","B011.Gypsy","B011","italica","F1",",","y","y","n","y","n",49.5723333333333,71.1623333333333,3.66666666666667,0.833333333333333,605.35,107.183333333333,18.0846108844035,1.56666666666667,3,4.16666666666667,70.6333333333333,29.65,18.85,4.66666666666667,2.33333333333333,3.16666666666667,3.66666666666667,3.16666666666667,0,104.5,121.166666666667,125.833333333333,21.3333333333333,"Gypsy","Sakata","",2002,"early",NA,NA,0.999977,8e-06,8e-06,8e-06,"Calabrese.F1","#1b9e77",14.839397,-5.037738,5.788833,6.6626387,-4.3956966
"5","B013_HKT721_A7_Lieutenant_F1","B013.Lieutenant","B013","italica","F1",",","y","y","n","y","n",38.6503333333333,68.7493333333333,2.66666666666667,0.833333333333333,541.533333333333,139.316666666667,25.8947084326246,1.46,3,4.16666666666667,76.8,40.5166666666667,23.0666666666667,4.83333333333333,2.83333333333333,3.5,4,3.5,0,102,117.666666666667,121,19,"Lieutenant","Seminis/Vanden Bosch/Royal Sluis","",2011,"early",NA,NA,0.999977,8e-06,8e-06,8e-06,"Calabrese.F1","#1b9e77",16.955824,-5.2196856,7.5745726,2.0262382,0.124280564
"6","B014_HKT721_A8_Green_Magic_F1","B014.Green.Magic","B014","italica","F1",",","y","y","y","y","n",39.497,75.565,2.83333333333333,5,587.333333333333,143.666666666667,24.4394486252892,1.58,3,4.5,74.1166666666667,35.75,21.3333333333333,4,2.5,3.33333333333333,3.83333333333333,3.33333333333333,0,100.5,117.5,122.333333333333,21.8333333333333,"Green Magic","Sakata","",2004,"mid-early",NA,NA,0.999977,8e-06,8e-06,8e-06,"Calabrese.F1","#1b9e77",14.82558,-7.0289664,7.2089815,4.219063,0.46879265
"7","B015_HKT723_F1_Brogan_F1","B015.Brogan","B015","italica","F1",",","y","y","y","y","n",50.3766666666667,71.5433333333333,3.66666666666667,11.3333333333333,857.65,136.133333333333,16.1699911729477,1.38666666666667,2.83333333333333,4.83333333333333,79.4333333333333,42.4333333333333,22.8666666666667,4.66666666666667,2.16666666666667,2,2.5,2,0,122,136.166666666667,148.166666666667,26.1666666666667,"Brogan","Bejo","",1997,"mid",NA,NA,0.999975,8e-06,8e-06,8e-06,"Calabrese.F1","#1b9e77",15.54888,-6.3031406,8.239679,7.2617164,-5.5376782
"8","B016_HKT723_E6_Green_Harmony_F1","B016.Green.Harmony","B016","unk","F1",",","y","y","y","y","n",26.5176,46.228,2.66666666666667,1.5,254.183333333333,102.833333333333,30.1913621242956,1.275,2.6,3.5,72.2666666666667,38.5,11.0666666666667,4.4,2.5,2.16666666666667,1.33333333333333,1.16666666666667,0,75.3333333333333,79.1666666666667,89.6666666666667,17.2,"Green Harmony","Known You","",1991,"early",NA,NA,0.73181,0.268174,8e-06,8e-06,"Calabrese.F1","#1b9e77",0.29272443,-6.5816483,-0.9979526,-9.699485,10.568857
"9","B017_HKT721_A9_Major_F1","B017.Major","B017","italica","F1",",","y","y","y","y","n",35.6023333333333,67.5216666666667,3.16666666666667,0,573.283333333333,131.5,23.0637567616214,1.70666666666667,4.16666666666667,3.66666666666667,81.5333333333333,35.7833333333333,23.15,4.83333333333333,2.5,3.5,4.16666666666667,3.33333333333333,0,95.5,105.666666666667,113.166666666667,17.6666666666667,"Major","Seminis/Vanden Bosch/Royal Sluis","",1993,"early",NA,NA,0.7773,0.116803,0.105889,8e-06,"Calabrese.F1","#1b9e77",6.6884828,-3.217637,-0.998506,-3.9510918,4.2468877
"10","B021_HKT721_A10_Liberty_F1","B021.Liberty","B021","italica","F1",",","y","y","s","y","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liberty","Peto Seed","",1994,"early",NA,NA,0.999976,8e-06,8e-06,8e-06,"Calabrese.F1","#1b9e77",15.374524,-8.837311,10.998419,11.174311,-7.5824537
"11","B047_HKT721_A11_Packman_F1","B047.Packman","B047","italica","F1",",","y","y","y","y","n",35.179,72.0936666666667,3.83333333333333,1.83333333333333,536.6,101.94,20.6092339917513,1.91666666666667,3.66666666666667,2.83333333333333,67.4833333333333,37.0666666666667,17.3166666666667,4.83333333333333,1.83333333333333,2.66666666666667,3.83333333333333,3,0,89.3333333333333,102,107,17.6666666666667,"Packman","Peto Seed","",1983,"early",NA,NA,0.930311,8e-06,0.069673,8e-06,"Calabrese.F1","#1b9e77",12.923935,1.7192812,0.9883486,-10.516843,9.058778
"12","B093_HKT721_B1_Cavolo_Broccolo_Tardivo_OP","B093.Cavolo.Broccolo.Tardivo","B093","italica","LR",",","y","y","y","y","y",51.8583333333333,79.5443333333333,3.83333333333333,7.16666666666667,576.65,71.6833333333333,12.4317555668196,2.06666666666667,2,2.5,54.85,25.5833333333333,19.6333333333333,3.66666666666667,1.66666666666667,1.66666666666667,2.5,1.83333333333333,0,119.5,139.333333333333,161.166666666667,41.6666666666667,"CAVOLO BROCCOLO TARDIVO","F. Branca/University of Catania","HRIGRU 4716",NA,"unk",41.225743,16.296137,0.045206,8e-06,0.954778,8e-06,"Calabrese.LR","#d95f02",0.7844614,9.408005,-13.580837,0.14105517,-4.0694456
"13","B094_HKT721_B2_Cavolo_Broccolo_Di_Sarno_OP","B094.Cavolo.Broccolo.Di.Sarno","B094","italica","LR",",","y","y","s","y","y",56.642,66.294,3,15,399.8,49,12.256128064032,3.28,2,2,35,15,11.3,4,3,2,3,2,0,193,148,168,NA,"CAVOLO BROCCOLO DI SARNO","F. Branca/University of Catania","HRIGRU 4744",NA,"unk",40.851712,14.268134,0.032558,8e-06,8e-06,0.967426,"Sprouting.Broccoli","#e7298a",-25.618242,18.438192,8.127981,16.27504,14.978772
"14","B095_HKT721_B3_Verde_Calabrese_Precoce_OP","B095.Verde.Calabrese.Precoce","B095","italica","LR",",","y","y","y","y","y",55.5836666666667,67.691,4,11.5,558,74.1666666666667,14.2392344912836,1.41333333333333,3.16666666666667,2.5,47.8666666666667,20.2,14.1833333333333,2.83333333333333,2,2,2.66666666666667,1.66666666666667,0,121.5,129.666666666667,158,36.5,"VERDE CALABRESE PRECOCE","F. Branca/University of Catania","HRIGRU 4702",NA,"unk",41.893082,12.493395,0.223172,8e-06,0.776812,8e-06,"Calabrese.LR","#d95f02",6.9822345,6.3225255,-12.607042,7.149231,-10.486664
"15","B096_HKT721_B4_Ramoso_Grande_Precoce_OP","B096.Ramoso.Grande.Precoce","B096","italica","LR",",","y","y","y","y","y",41.4443333333333,71.0353333333333,3.33333333333333,7,586.15,102.416666666667,17.5832362106179,1.94666666666667,2.83333333333333,3.33333333333333,62.65,27.2,18.5833333333333,4,2.5,2.5,3.5,2.33333333333333,0,105.333333333333,112.333333333333,136.833333333333,31.5,"RAMOSO GRANDE PRECOCE","F. Branca/University of Catania","HRIGRU 5282",NA,"unk",41.224705,16.296067,0.293631,8e-06,0.706353,8e-06,"Calabrese.LR","#d95f02",7.0131974,8.414821,-11.690048,-6.458728,0.73893875
"16","B097_HKT721_B5_Ramoso_Calabrese_OP","B097.Ramoso.Calabrese","B097","italica","LR",",","y","y","y","y","n",46.2703333333333,73.406,3.33333333333333,8.16666666666667,530.72,106.383333333333,18.5101266673515,1.34333333333333,3.16666666666667,3,52.6666666666667,24.1,14.9333333333333,2.66666666666667,1.5,1.66666666666667,2.16666666666667,1.66666666666667,0,111.166666666667,121.833333333333,143.5,32.3333333333333,"RAMOSO CALABRESE","F. Branca/University of Catania","HRIGRU 5365",NA,"unk",NA,NA,0.196235,8e-06,0.80375,8e-06,"Calabrese.LR","#d95f02",5.3914595,9.434221,-13.873439,-3.1801028,-2.3563678
"17","B098_HKT721_B6_Cavolo_Broccolo_Natalina_OP","B098.Cavolo.Broccolo.Natalina","B098","unk","LR",",","y","y","s","y","y",48.768,90.17,2,0,941.9,113,11.9970272852744,NA,5,5,65.7,37.1,19.4,5,5,4,NA,3,NA,192,NA,NA,NA,"CAVOLO BROCCOLO NATALINA","F. Branca/University of Catania","HRIGRU 5384",NA,"unk",38.112073,13.339183,8e-06,0.999977,8e-06,8e-06,"Violet.Caul","#7570b3",-31.21778,-29.456964,-12.069357,2.708058,3.0455322
"18","B099_HKT721_B7_Cavolo_Broccolo_Frevarota_OP","B099.Cavolo.Broccolo.Frevarota","B099","unk","LR",",","y","y","n","n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAVOLO BROCCOLO FREVAROTA","F. Branca/University of Catania","HRIGRU 5386",NA,"unk",38.112073,13.339183,8e-06,0.999976,8e-06,8e-06,"Violet.Caul","#7570b3",-31.916195,-30.93462,-11.985235,2.834826,4.7849264
"19","B100_HKT721_B8_Cavolo_Broccolo_Marzullo_OP","B100.Cavolo.Broccolo.Marzullo","B100","unk","LR",",","y","y","n","n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAVOLO BROCCOLO MARZULLO","F. Branca/University of Catania","HRIGRU 5387",NA,"unk",38.112073,13.339183,8e-06,0.999977,8e-06,8e-06,"Violet.Caul","#7570b3",-30.845108,-28.75319,-11.838667,1.9193251,3.4300632
"20","B101_HKT721_B9_Cavolo_Broccolo_Invernale_Type_A_OP","B101.Cavolo.Broccolo.Invernale.Type.A","B101","italica","LR",",","y","y","s","y","y",46.736,81.28,2,15,925.3,144.9,15.6597860153464,1.8,2,1,40,13.2,18.5,1,0,1,1,1,0,114,116,126,12,"CAVOLO BROCCOLO INVERNALE TYPE A","F. Branca/University of Catania","HRIGRU 5402",NA,"unk",38.193064,15.555961,8e-06,8e-06,8e-06,0.999976,"Sprouting.Broccoli","#e7298a",-32.601418,8.62557,17.055443,-11.974506,-12.197598
"21","B102_HKT721_B10_Ramoso_Calabrese_OP","B102.Ramoso.Calabrese","B102","italica","LR",",","y","y","y","y","y",52.0276666666667,70.866,3.83333333333333,5,545.55,88.6666666666667,17.1519073487936,1.4,3.16666666666667,1.83333333333333,48.45,22.0833333333333,16.1166666666667,2.5,1.66666666666667,1.83333333333333,2.33333333333333,1.5,0,117.333333333333,132.166666666667,152.833333333333,35.5,"RAMOSO CALABRESE","F. Branca/University of Catania","HRIGRU 3207",NA,"unk",44.801312,10.326298,0.166699,8e-06,0.833286,8e-06,"Calabrese.LR","#d95f02",5.934984,7.4675565,-13.480402,6.3938365,-11.372443
"22","B103_HKT721_B11_Broccolo_Verde_Di_Calabria_Precocissimo_OP","B103.Broccolo.Verde.Di.Calabria.Precocissimo","B103","italica","LR",",","y","y","y","y","y",63.9656666666667,85.979,4.16666666666667,8.33333333333333,684.65,50.1833333333333,7.99401902734819,2.14666666666667,3.16666666666667,2.33333333333333,43.9166666666667,21.1333333333333,14.8833333333333,4,2.66666666666667,2.16666666666667,3.5,2.16666666666667,0,118.666666666667,124,153,34.3333333333333,"BROCCOLO VERDE DI CALABRIA PRECOCISSIMO","F. Branca/University of Catania","HRIGRU 7517",NA,"unk",40.641205,14.884383,8e-06,8e-06,0.914938,0.085047,"Calabrese.LR","#d95f02",-3.3224752,13.000822,-11.6072035,1.804983,-2.226627
"23","B104_HKT721_B12_Cavolo_Zolfino_OP","B104.Cavolo.Zolfino","B104","italica","LR",",","y","y","n","n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAVOLO ZOLFINO","F. Branca/University of Catania","HRIGRU 5362",NA,"unk",NA,NA,0.047642,0.161693,0.212484,0.578181,"Sprouting.Broccoli","#e7298a",-22.949661,5.2938194,0.4967169,5.8124914,4.21149
"24","B105_HKT721_C1_Precoce_Di_Calabria_Tipo_Esportazione_OP","B105.Precoce.Di.Calabria.Tipo.Esportazione","B105","italica","LR",",","y","y","y","y","n",65.8283333333333,89.281,3.83333333333333,9.66666666666667,923.533333333333,79.8833333333333,8.57566042942319,2.00666666666667,2.33333333333333,2,56.2333333333333,28.4833333333333,17.15,4,2.66666666666667,2.16666666666667,3.33333333333333,2.16666666666667,0,116.5,115.166666666667,141.333333333333,24.8333333333333,"PRECOCE DI CALABRIA TIPO ESPORTAZIONE","F. Branca/University of Catania","HRIGRU 7518",NA,"unk",40.641205,14.884383,8e-06,8e-06,0.980757,0.019228,"Calabrese.LR","#d95f02",-3.4991171,13.091193,-14.278585,0.5954896,-2.3230062
"25","B106_HKT721_C2_Picolini_Di_Palermo_OP","B106.Picolini.Di.Palermo","B106","unk","LR",",","y","y","n","y","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PICOLINI DI PALERMO","F. Branca/University of Catania","HRIGRU 2398",NA,"unk",38.112073,13.339183,8e-06,0.022459,8e-06,0.977526,"Sprouting.Broccoli","#e7298a",-33.109253,6.1528163,11.086938,-10.155225,-8.301955
"26","B107_HKT721_C3_Ramoso_Calabria_Mezzo_Precoce_OP","B107.Ramoso.Calabria.Mezzo.Precoce","B107","unk","LR",",","y","y","n","n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAMOSO CALABRIA MEZZO PRECOCE","F. Branca/University of Catania","HRIGRU 3208",NA,"unk",45.406985,11.87486,8e-06,8e-06,0.999977,8e-06,"Calabrese.LR","#d95f02",-3.650104,9.96136,-12.061673,11.781728,-16.197107
"27","B108_HKT721_C4_Verde_Calabrese_OP","B108.Verde.Calabrese","B108","italica","LR",",","y","y","y","y","n",58.928,67.564,3.83333333333333,7.83333333333333,612.25,71.6666666666667,11.8841138559108,1.87666666666667,3.16666666666667,2.83333333333333,48.15,21.6166666666667,14.8833333333333,2.33333333333333,2.33333333333333,1.83333333333333,2.33333333333333,1.66666666666667,0,116.5,128.833333333333,153.166666666667,36.6666666666667,"VERDE CALABRESE","F. Branca/University of Catania","HRIGRU 4703",NA,"unk",NA,NA,0.33255,8e-06,0.667435,8e-06,"Calabrese.LR","#d95f02",6.9001913,4.729136,-9.951859,4.5842967,-8.701852
"28","B109_HKT721_C5_Ramoso_Calabrese_Verde_OP","B109.Ramoso.Calabrese.Verde","B109","italica","LR",",","y","y","y","y","y",53.9326666666667,67.564,3.66666666666667,3.33333333333333,605.366666666667,73.15,12.3583180992557,1.59666666666667,3.5,3.66666666666667,46.3,22.45,13.1,3.66666666666667,2.33333333333333,2.66666666666667,3.16666666666667,2.16666666666667,0,126.5,137.833333333333,161.833333333333,35.3333333333333,"RAMOSO CALABRESE VERDE","F. Branca/University of Catania","HRIGRU 4704",NA,"unk",41.118908,16.871177,0.291319,8e-06,0.708665,8e-06,"Calabrese.LR","#d95f02",7.374111,5.93548,-11.648978,7.224019,-10.68886
"29","B110_HKT721_C6_Verde_Calabrese_OP","B110.Verde.Calabrese","B110","italica","LR",",","y","y","y","y","y",70.6543333333333,73.8716666666667,4,15.5,737.033333333333,47.0166666666667,7.00878445092627,2.05666666666667,2.16666666666667,2,38.2333333333333,17.85,15.5166666666667,3.83333333333333,3,2,2.83333333333333,1.83333333333333,0,120.333333333333,120.5,148.833333333333,28.5,"VERDE CALABRESE","F. Branca/University of Catania","HRIGRU 4706",NA,"unk",41.118908,16.871177,8e-06,8e-06,0.961038,0.038946,"Calabrese.LR","#d95f02",-2.490329,11.522934,-11.280665,1.5136429,-1.2861184
"30","B111_HKT721_C7_Natalino_Di_Napoli_OP","B111.Natalino.Di.Napoli","B111","italica","LR",",","y","y","s","y","y",54.356,97.79,3,14,848.7,90.3,10.6398020501944,1.98,3,2,19.1,5.7,8.7,2,3,2,3,2,NA,190,NA,NA,NA,"NATALINO DI NAPOLI","F. Branca/University of Catania","HRIGRU 4729",NA,"unk",41.118908,16.871177,8e-06,8e-06,8e-06,0.999977,"Sprouting.Broccoli","#e7298a",-28.365213,20.995464,9.62904,16.980091,16.863356
"31","B112_HKT721_C8_Cavolo_Broccolo_Settembrina_OP","B112.Cavolo.Broccolo.Settembrina","B112","unk","LR",",","y","y","y","y","y",52.2732,73.3044,3,0,674.22,111.36,16.7957302564204,0.83,3.4,4,73.12,32.3,26.18,5,3.4,3.2,3.66666666666667,2.2,0,165.6,169,190,49,"CAVOLO BROCCOLO SETTEMBRINA","F. Branca/University of Catania","HRIGRU 5382",NA,"unk",38.112073,13.339183,8e-06,0.999977,8e-06,8e-06,"Violet.Caul","#7570b3",-33.28457,-30.24956,-12.032884,3.2785451,3.000993
"32","B113_HKT721_C9_Broccolo_Innorota_gennorota_OP","B113.Broccolo.Innorota.Gennorota","B113","unk","LR",",","y","y","n","n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BROCCOLO INNOROTA/GENNOROTA","F. Branca/University of Catania","HRIGRU 5385",NA,"unk",38.112073,13.339183,8e-06,0.999977,8e-06,8e-06,"Violet.Caul","#7570b3",-33.391113,-24.504446,-8.419239,1.0679545,1.9544038
"33","B114_HKT721_C10_Cavolo_Broccolo_OP","B114.Cavolo.Broccolo","B114","unk","LR",",","y","y","n","n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAVOLO BROCCOLO","F. Branca/University of Catania","HRIGRU 5388",NA,"unk",38.159076,13.334875,8e-06,0.05069,8e-06,0.949294,"Sprouting.Broccoli","#e7298a",-32.85024,6.7256703,10.767085,-8.2467165,-6.9486356
"34","B115_HKT721_C11_Broccolo_Ramoso_Di_Calabria_OP","B115.Broccolo.Ramoso.Di.Calabria","B115","italica","LR",",","y","y","y","y","n",66.8866666666667,85.1746666666667,3.83333333333333,5.16666666666667,680.766666666667,78.8333333333333,12.1791100189851,1.55,3,3.33333333333333,48.95,24.8666666666667,15.1666666666667,3.16666666666667,2.33333333333333,2.33333333333333,3.16666666666667,1.83333333333333,0,130.666666666667,139.8,165.4,38.4,"(BROCCOLO) RAMOSO DI CALABRIA","F. Branca/University of Catania","HRIGRU 10771",NA,"unk",NA,NA,8e-06,8e-06,0.999977,8e-06,"Calabrese.LR","#d95f02",-0.26943636,9.981789,-13.321327,0.23419203,-4.8600225
"35","B116_HKT721_C12_Broccolo_OP","B116.Broccolo","B116","unk","LR",",","y","y","n","n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BROCCOLO","F. Branca/University of Catania","HRIGRU 11780",NA,"unk",38.633022,16.247033,8e-06,8e-06,0.1678,0.832184,"Sprouting.Broccoli","#e7298a",-25.045128,14.177273,4.257732,4.769347,5.0563173
"36","B117_HKT721_D1_Natalisa_Ciurietti_OP","B117.Natalisa.Ciurietti","B117","unk","LR",",","y","y","s","y","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATALISA CIURIETTI","F. Branca/University of Catania","HRIGRU 11784",NA,"unk",36.858819,14.76123,0.047189,0.889894,8e-06,0.062909,"Violet.Caul","#7570b3",-27.028105,-17.0347,-5.8314915,2.2875595,4.6559744
"37","B118_HKT721_D2_Broccolo_D_estate_OP","B118.Broccolo.Destate","B118","italica","LR",",","y","y","y","y","y",51.7313333333333,77.724,3.66666666666667,0.666666666666667,453.4,46.4833333333333,10.8612084254914,1.96333333333333,3.5,2.33333333333333,49.6833333333333,22.3333333333333,20.2333333333333,4.66666666666667,3.66666666666667,3.66666666666667,3.83333333333333,2.5,1,96.1666666666667,98,107.166666666667,11,"BROCCOLO D'ESTATE","F. Branca/University of Catania","HRIGRU 2400",NA,"unk",37.507171,15.083838,8e-06,0.070687,8e-06,0.929297,"Sprouting.Broccoli","#e7298a",-32.61442,2.082694,14.96166,-16.156946,-17.521666
"38","B119_HKT721_D3_Broccolo_Natalino_OP","B119.Broccolo.Natalino","B119","italica","LR",",","y","y","s","y","y",76.2846666666667,90.0853333333333,4.33333333333333,11,872.833333333333,63.7666666666667,8.16633247492181,2.12,3.33333333333333,2,48.7666666666667,16.7333333333333,21.9,4.33333333333333,4.33333333333333,3,3.66666666666667,2.66666666666667,1,164.666666666667,159,194,56,"BROCCOLO NATALINO","F. Branca/University of Catania","HRIGRU 2401",NA,"unk",37.507171,15.083838,8e-06,8e-06,8e-06,0.999976,"Sprouting.Broccoli","#e7298a",-33.36766,5.598221,14.006393,-13.55968,-14.123128
"39","B120_HKT721_D4_Broccolo_Apriloto_OP","B120.Broccolo.Apriloto","B120","italica","LR",",","y","y","y","y","y",69.7653333333333,84.201,4.33333333333333,0,687.7,81,11.8230548295003,2.19666666666667,3.16666666666667,3,56.1,21.7833333333333,22.5833333333333,4.2,4.83333333333333,2.83333333333333,3.83333333333333,2.5,1,109.166666666667,111.666666666667,124.166666666667,15,"BROCCOLO APRILOTO","F. Branca/University of Catania","HRIGRU 2405",NA,"unk",37.507171,15.083838,8e-06,0.081015,8e-06,0.918969,"Sprouting.Broccoli","#e7298a",-32.778202,0.47237164,15.821351,-17.633932,-19.385487
"40","B121_HKT721_D5_Maialora_OP","B121.Maialora","B121","unk","LR",",","y","y","y","y","y",50.7576666666667,83.3543333333333,3.66666666666667,0,716.95,101.033333333333,14.246385909894,0.98,5,3.5,75.6833333333333,29.4166666666667,23.4333333333333,5,3,3.5,4,3,0,128.166666666667,132.8,160,34.4,"MAIALORA","F. Branca/University of Catania","HRIGRU 11783",NA,"unk",36.858819,14.76123,0.119711,0.753828,8e-06,0.126453,"Violet.Caul","#7570b3",-26.13032,-14.287128,-5.327254,0.4740535,2.3545763
"41","B122_HKT721_D6_Ramoso_Calabrese_OP","B122.Ramoso.Calabrese","B122","italica","LR",",","y","y","y","y","y",64.6006666666667,79.4596666666667,3.83333333333333,15,718.966666666667,55.7666666666667,8.45895652260724,1.88333333333333,2.66666666666667,2.5,48.5333333333333,22.9,17.0666666666667,3.83333333333333,2.5,2.16666666666667,3,2,0,120.833333333333,132.833333333333,148.833333333333,28,"RAMOSO CALABRESE","F. Branca/University of Catania","HRIGRU 4700",NA,"unk",41.225743,16.296137,8e-06,8e-06,0.999977,8e-06,"Calabrese.LR","#d95f02",-1.1482571,8.934789,-13.096083,-0.23828496,-4.5715256
"42","B123_HKT721_D7_Ramoso_Calabrese_OP","B123.Ramoso.Calabrese","B123","italica","LR",",","y","y","y","y","y",44.196,61.5696,3.5,5,386.78,48.78,12.9661832938291,2.012,3.66666666666667,3,43.54,21.24,16.3,4.16666666666667,2.33333333333333,2.33333333333333,3.83333333333333,2,0,105.333333333333,119,139.2,31,"RAMOSO CALABRESE","F. Branca/University of Catania","HRIGRU 4701",NA,"unk",40.847401,14.26608,0.263413,8e-06,0.736571,8e-06,"Calabrese.LR","#d95f02",5.909062,7.9203544,-12.107733,-5.791282,-0.61294717
"43","B124_HKT721_D8_Ramoso_Calabrese_Precoce_OP","B124.Ramoso.Calabrese.Precoce","B124","italica","LR",",","y","y","y","y","y",41.021,64.7276666666667,3.33333333333333,4.5,446.85,88.1666666666667,19.4853438544035,2.45666666666667,3.33333333333333,3,64.5333333333333,28.55,17.1666666666667,4,2.16666666666667,2.33333333333333,3.66666666666667,2.33333333333333,0,106.5,118.166666666667,129.333333333333,22.8333333333333,"RAMOSO CALABRESE PRECOCE","F. Branca/University of Catania","HRIGRU 4705",NA,"unk",42.461199,14.214576,0.302895,8e-06,0.69709,8e-06,"Calabrese.LR","#d95f02",7.071292,6.9912267,-12.013121,-7.019492,0.22953318
"44","B125_HKT721_D9_Ramoso_Atlantic_Local_OP","B125.Ramoso.Atlantic.Local","B125","italica","LR",",","y","y","y","y","y",45.6353333333333,68.072,3.5,10.5,570.133333333333,81.7,15.1245740045138,2.21333333333333,3,2.83333333333333,58.45,27.6666666666667,17.1666666666667,4.33333333333333,2.66666666666667,2.16666666666667,3.66666666666667,2.5,0,111.333333333333,120.333333333333,143.166666666667,31.8333333333333,"RAMOSO ATLANTIC (LOCAL)","F. Branca/University of Catania","HRIGRU 4707",NA,"unk",42.000164,14.995094,0.268165,8e-06,0.731819,8e-06,"Calabrese.LR","#d95f02",7.123823,7.4789577,-12.626148,-6.521145,0.1797252
"45","B126_HKT721_D10_Ramoso_Calabrese_OP","B126.Ramoso.Calabrese","B126","italica","LR",",","y","y","y","y","y",45.847,65.7013333333333,3.16666666666667,8.33333333333333,572.783333333333,89.3166666666667,15.1198190651957,2.44,3.33333333333333,2.83333333333333,61.9833333333333,28.2166666666667,19.1333333333333,4.16666666666667,2.5,2.16666666666667,3.33333333333333,2.5,0,108.333333333333,118.833333333333,132.333333333333,24,"RAMOSO CALABRESE","F. Branca/University of Catania","HRIGRU 4708",NA,"unk",43.615819,13.518984,0.370646,8e-06,0.629339,8e-06,"Calabrese.LR","#d95f02",7.433704,7.363941,-10.872598,-7.188545,2.7751193
"46","B127_HKT721_D11_Ramoso_Calabrese_Precoce_OP","B127.Ramoso.Calabrese.Precoce","B127","italica","LR",",","y","y","s","y","y",62.484,88.138,3,17.5,741,74,10.1009688315875,2.79,2.5,1.5,29,14.1,13.5,4,3,2,3,2,0,187,178.5,193,7,"RAMOSO CALABRESE PRECOCE","F. Branca/University of Catania","HRIGRU 4710",NA,"unk",40.851712,14.268134,8e-06,8e-06,8e-06,0.999976,"Sprouting.Broccoli","#e7298a",-25.416327,17.442219,7.066746,16.904005,14.5876875
